N_OBS,dim,seed,eps,alg,dt,sampling_steps,sw,sw_norm
8,10,0,0.0,GAUSS,0.8627746105194092,50,0.4505515396595001,0.42387484908103945
8,10,0,0.0,GAUSS,1.6095118522644043,150,0.43487948179244995,0.4082027912139893
8,10,0,0.0,GAUSS,3.503816843032837,400,0.3601120710372925,0.3334353804588318
8,10,0,0.0,GAUSS,7.969720363616943,1000,0.295940101146698,0.2692634105682373
8,10,0,0.0,JAC,0.8509938716888428,50,0.10586436092853546,0.07918767035007476
8,10,0,0.0,JAC,2.605273723602295,150,0.08901679515838623,0.06234010457992554
8,10,0,0.0,JAC,6.914555788040161,400,0.0449850931763649,0.018308402597904207
8,10,0,0.0,JAC,17.275665521621704,1000,0.09033108502626419,0.06365439444780349
8,10,0,0.0,Langevin,1.5573265552520752,50,0.031850069761276245,0.003964068368077278
8,10,0,0.0,Langevin,4.703602075576782,150,0.028409337624907494,0.0005233362317085266
8,10,0,0.0,Langevin,12.487976312637329,400,0.02466035820543766,-0.0032256431877613068
8,10,0,0.0,Langevin,37.42575454711914,1000,0.029586054384708405,0.0017000529915094376
8,10,0,0.0,GAUSS,0.8627746105194092,50,0.4327722489833832,0.4048862475901842
8,10,0,0.0,GAUSS,1.6095118522644043,150,0.424360454082489,0.39647445268929005
8,10,0,0.0,GAUSS,3.503816843032837,400,0.3635331392288208,0.33564713783562183
8,10,0,0.0,GAUSS,7.969720363616943,1000,0.2881339490413666,0.2602479476481676
8,10,0,0.0,JAC,0.8509938716888428,50,0.10214260220527649,0.07425660081207752
8,10,0,0.0,JAC,2.605273723602295,150,0.087947316467762,0.060061315074563026
8,10,0,0.0,JAC,6.914555788040161,400,0.046067725867033005,0.018181724473834038
8,10,0,0.0,JAC,17.275665521621704,1000,0.09169507026672363,0.06380906887352467
16,10,0,0.0,Langevin,1.6615772247314453,50,0.030095988884568214,0.011595115810632706
16,10,0,0.0,Langevin,6.413250923156738,150,0.019739026203751564,0.001238153129816056
