N_OBS,dim,seed,eps,alg,dt,sampling_steps,sw,sw_norm
64,2,1,0.0,Langevin,5.157564401626587,400,0.04315227270126343,0.02836650926619768
64,2,1,0.0,Langevin,12.774701833724976,1000,0.05441540852189064,0.03962964508682489
64,2,1,0.0,GAUSS,0.34276795387268066,50,0.01589486189186573,0.0011090984567999843
64,2,1,0.0,GAUSS,0.7444846630096436,150,0.009491116739809513,-0.005294646695256233
64,2,1,0.0,GAUSS,1.7375695705413818,400,0.009956220164895058,-0.004829543270170688
64,2,1,0.0,GAUSS,3.9366614818573,1000,0.01296669989824295,-0.0018190635368227955
64,2,1,0.0,JAC,0.36443281173706055,50,0.02511337399482727,0.010327610559761525
64,2,1,0.0,JAC,1.0886785984039307,150,0.012154783122241497,-0.002630980312824249
64,2,1,0.0,JAC,2.9050238132476807,400,0.009864244610071182,-0.004921518824994564
64,2,1,0.0,JAC,8.142001628875732,1000,0.011368519626557827,-0.003417243808507919
90,2,1,0.0,Langevin,0.6429517269134521,50,,
90,2,1,0.0,Langevin,1.9265685081481934,150,,
90,2,1,0.0,Langevin,5.134429454803467,400,0.040909845381975174,0.028239994868636133
90,2,1,0.0,Langevin,12.845407485961914,1000,0.04459453001618385,0.03192467950284481
90,2,1,0.0,GAUSS,0.3458595275878906,50,0.018685752525925636,0.006015902012586593
90,2,1,0.0,GAUSS,0.7535004615783691,150,0.014856989495456219,0.0021871389821171757
90,2,1,0.0,GAUSS,1.7622883319854736,400,0.00802905298769474,-0.004640797525644303
90,2,1,0.0,GAUSS,3.904578447341919,1000,0.014196379110217094,0.0015265285968780514
90,2,1,0.0,JAC,0.3691434860229492,50,0.02606615051627159,0.013396300002932548
90,2,1,0.0,JAC,1.1081194877624512,150,0.014050268568098545,0.001380418054759502
90,2,1,0.0,JAC,2.948465585708618,400,0.015198989771306515,0.0025291392579674717
90,2,1,0.0,JAC,7.356261968612671,1000,0.01349845714867115,0.0008286066353321072
2,2,2,0.0,Langevin,0.6347670555114746,50,2.0376150608062744,1.9637107506394387
2,2,2,0.0,Langevin,1.9033832550048828,150,1.9517865180969238,1.877882207930088
2,2,2,0.0,Langevin,5.040909290313721,400,1.9445949792861938,1.870690669119358
2,2,2,0.0,Langevin,12.575871706008911,1000,1.9088302850723267,1.834925974905491
2,2,2,0.0,GAUSS,0.3392183780670166,50,0.09368184953927994,0.019777539372444156
2,2,2,0.0,GAUSS,0.743476152420044,150,0.08230255544185638,0.008398245275020602
2,2,2,0.0,GAUSS,1.782921314239502,400,0.06742408126592636,-0.006480228900909421
2,2,2,0.0,GAUSS,3.9865262508392334,1000,0.07128548622131348,-0.0026188239455223056
2,2,2,0.0,JAC,0.36516785621643066,50,0.07669541984796524,0.0027911096811294583
2,2,2,0.0,JAC,1.0927631855010986,150,0.06732481718063354,-0.006579492986202237
2,2,2,0.0,JAC,2.885988473892212,400,0.06609756499528885,-0.007806745171546933
2,2,2,0.0,JAC,7.252668619155884,1000,0.054200179874897,-0.01970413029193878
4,2,2,0.0,Langevin,0.6337523460388184,50,1.1668139696121216,1.1203502669930459
4,2,2,0.0,Langevin,1.8901116847991943,150,1.091102957725525,1.0446392551064492
4,2,2,0.0,Langevin,5.035417079925537,400,1.0605437755584717,1.014080072939396
4,2,2,0.0,Langevin,12.579415798187256,1000,1.0596567392349243,1.0131930366158486
4,2,2,0.0,GAUSS,0.341083288192749,50,0.051842641085386276,0.005378938466310504
4,2,2,0.0,GAUSS,0.7382829189300537,150,0.05296061560511589,0.006496912986040118
4,2,2,0.0,GAUSS,1.734926462173462,400,0.08299799263477325,0.03653429001569748
4,2,2,0.0,GAUSS,3.832681179046631,1000,0.05540579929947853,0.008942096680402759
4,2,2,0.0,JAC,0.3624398708343506,50,0.06097807735204697,0.014514374732971194
4,2,2,0.0,JAC,1.085362195968628,150,0.04905526712536812,0.002591564506292346
4,2,2,0.0,JAC,2.9716074466705322,400,0.0411234088242054,-0.005340293794870374
4,2,2,0.0,JAC,7.237038612365723,1000,0.05075042322278023,0.004286720603704455
8,2,2,0.0,Langevin,0.6311001777648926,50,0.6895290017127991,0.6520871832966805
8,2,2,0.0,Langevin,1.888321876525879,150,0.6333091259002686,0.59586730748415
8,2,2,0.0,Langevin,5.035105228424072,400,0.6134101152420044,0.5759682968258858
8,2,2,0.0,Langevin,12.721586227416992,1000,0.5784047245979309,0.5409629061818123
8,2,2,0.0,GAUSS,0.3428995609283447,50,0.0808955505490303,0.043453732132911684
8,2,2,0.0,GAUSS,0.7390427589416504,150,0.042624082416296005,0.005182264000177385
8,2,2,0.0,GAUSS,1.7452523708343506,400,0.04583252966403961,0.008390711247920991
8,2,2,0.0,GAUSS,3.827618360519409,1000,0.04145415127277374,0.004012332856655122
8,2,2,0.0,JAC,0.3625025749206543,50,0.05858992040157318,0.02114810198545456
8,2,2,0.0,JAC,1.0844612121582031,150,0.04278071969747543,0.005338901281356813
8,2,2,0.0,JAC,2.8948256969451904,400,0.032553695142269135,-0.004888123273849486
8,2,2,0.0,JAC,7.268819093704224,1000,0.037880659103393555,0.00043884068727493425
16,2,2,0.0,Langevin,0.6287662982940674,50,0.3810351490974426,0.35456703379750254
16,2,2,0.0,Langevin,1.8905131816864014,150,0.36961814761161804,0.34315003231167795
16,2,2,0.0,Langevin,5.055083751678467,400,0.33596229553222656,0.3094941802322865
16,2,2,0.0,Langevin,12.625796794891357,1000,0.332471638917923,0.3060035236179829
16,2,2,0.0,GAUSS,0.3395819664001465,50,0.039690520614385605,0.013222405314445497
16,2,2,0.0,GAUSS,0.7318990230560303,150,0.04146571829915047,0.014997602999210359
16,2,2,0.0,GAUSS,1.7313957214355469,400,0.026777515187859535,0.00030939988791942735
16,2,2,0.0,GAUSS,3.829463005065918,1000,0.02580058015882969,-0.0006675351411104188
16,2,2,0.0,JAC,0.3770453929901123,50,0.053151559084653854,0.026683443784713747
16,2,2,0.0,JAC,1.0862722396850586,150,0.03241740167140961,0.005949286371469499
16,2,2,0.0,JAC,2.898671865463257,400,0.03049791231751442,0.004029797017574312
16,2,2,0.0,JAC,7.251458406448364,1000,0.028232164680957794,0.0017640493810176863
32,2,2,0.0,Langevin,0.632075309753418,50,,
32,2,2,0.0,Langevin,1.8960278034210205,150,0.17603307962417603,0.15255766790360212
32,2,2,0.0,Langevin,5.051629543304443,400,0.15955843031406403,0.13608301859349012
32,2,2,0.0,Langevin,12.88031792640686,1000,0.15616856515407562,0.13269315343350171
32,2,2,0.0,GAUSS,0.345001220703125,50,0.021385684609413147,-0.0020897271111607538
32,2,2,0.0,GAUSS,0.7436649799346924,150,0.018109280616044998,-0.005366131104528903
32,2,2,0.0,GAUSS,1.7511143684387207,400,0.017227690666913986,-0.0062477210536599145
32,2,2,0.0,GAUSS,3.8457250595092773,1000,0.01986142061650753,-0.0036139911040663705
32,2,2,0.0,JAC,0.36324644088745117,50,0.03614220768213272,0.01266679596155882
32,2,2,0.0,JAC,1.0881447792053223,150,0.01904362067580223,-0.00443179104477167
32,2,2,0.0,JAC,2.9018561840057373,400,0.013106043450534344,-0.010369368270039557
32,2,2,0.0,JAC,7.31866192817688,1000,0.013157578185200691,-0.01031783353537321
64,2,2,0.0,Langevin,0.6410856246948242,50,,
64,2,2,0.0,Langevin,1.9186913967132568,150,0.08835537731647491,0.07455472238361835
64,2,2,0.0,Langevin,5.149275779724121,400,0.0877034142613411,0.07390275932848453
64,2,2,0.0,Langevin,12.691402673721313,1000,0.08426669239997864,0.07046603746712207
64,2,2,0.0,GAUSS,0.3487679958343506,50,0.027960339561104774,0.014159684628248214
64,2,2,0.0,GAUSS,0.7523021697998047,150,0.018153028562664986,0.0043523736298084256
64,2,2,0.0,GAUSS,1.7097883224487305,400,0.012447884306311607,-0.0013527706265449527
64,2,2,0.0,GAUSS,3.9166488647460938,1000,0.010451261885464191,-0.0033493930473923687
64,2,2,0.0,JAC,0.3675675392150879,50,0.03574144095182419,0.02194078601896763
64,2,2,0.0,JAC,1.1039669513702393,150,0.020395614206790924,0.006594959273934364
64,2,2,0.0,JAC,2.9303760528564453,400,0.023627737537026405,0.009827082604169845
64,2,2,0.0,JAC,7.331740140914917,1000,0.014182217419147491,0.00038156248629093135
90,2,2,0.0,Langevin,0.6359317302703857,50,,
90,2,2,0.0,Langevin,1.9101605415344238,150,,
90,2,2,0.0,Langevin,5.100752830505371,400,0.057827312499284744,0.04507829416543245
90,2,2,0.0,Langevin,12.746140718460083,1000,0.06441085040569305,0.05166183207184076
90,2,2,0.0,GAUSS,0.3489646911621094,50,0.017971279099583626,0.005222260765731335
90,2,2,0.0,GAUSS,0.7032716274261475,150,0.011546216905117035,-0.0012028014287352555
90,2,2,0.0,GAUSS,1.633321762084961,400,0.0063963383436203,-0.00635267999023199
90,2,2,0.0,GAUSS,3.8729002475738525,1000,0.014737747609615326,0.0019887292757630355
90,2,2,0.0,JAC,0.36614346504211426,50,0.02447783760726452,0.011728819273412228
90,2,2,0.0,JAC,1.1084203720092773,150,0.012629334814846516,-0.00011968351900577476
90,2,2,0.0,JAC,2.9309346675872803,400,0.010179238393902779,-0.002569779939949512
90,2,2,0.0,JAC,7.317445755004883,1000,0.012152762152254581,-0.000596256181597709
2,2,3,0.0,Langevin,0.6299858093261719,50,1.4109435081481934,1.3511506348848343
2,2,3,0.0,Langevin,1.8892934322357178,150,1.3265987634658813,1.2668058902025223
2,2,3,0.0,Langevin,5.056040048599243,400,1.3316396474838257,1.2718467742204667
2,2,3,0.0,Langevin,12.616095542907715,1000,1.3267319202423096,1.2669390469789505
2,2,3,0.0,GAUSS,0.3411998748779297,50,0.08174356818199158,0.02195069491863251
2,2,3,0.0,GAUSS,0.7430095672607422,150,0.04538537561893463,-0.014407497644424436
2,2,3,0.0,GAUSS,1.7515435218811035,400,0.04364811256527901,-0.01614476069808006
2,2,3,0.0,GAUSS,3.849405527114868,1000,0.07478867471218109,0.014995801448822024
2,2,3,0.0,JAC,0.3626430034637451,50,0.07576803863048553,0.015975165367126468
2,2,3,0.0,JAC,1.0848777294158936,150,0.04267909377813339,-0.017113779485225675
2,2,3,0.0,JAC,2.9012787342071533,400,0.04484182968735695,-0.014951043576002118
2,2,3,0.0,JAC,7.267222881317139,1000,0.0497317872941494,-0.010061085969209668
4,2,3,0.0,Langevin,0.6306164264678955,50,0.9740986824035645,0.9248883605003357
4,2,3,0.0,Langevin,1.8921897411346436,150,0.8584438562393188,0.8092335343360901
4,2,3,0.0,Langevin,5.043163061141968,400,0.8378796577453613,0.7886693358421326
4,2,3,0.0,Langevin,12.60628890991211,1000,0.8315615057945251,0.7823511838912964
4,2,3,0.0,GAUSS,0.3430798053741455,50,0.060055289417505264,0.010844967514276507
4,2,3,0.0,GAUSS,0.739368200302124,150,0.07368319481611252,0.02447287291288376
4,2,3,0.0,GAUSS,1.738377571105957,400,0.04226703569293022,-0.006943286210298535
4,2,3,0.0,GAUSS,3.9251723289489746,1000,0.048025988042354584,-0.0011843338608741732
4,2,3,0.0,JAC,0.36185431480407715,50,0.05191636458039284,0.0027060426771640805
4,2,3,0.0,JAC,1.0994787216186523,150,0.047606270760297775,-0.0016040511429309817
4,2,3,0.0,JAC,2.8977928161621094,400,0.0499369353055954,0.000726613402366641
4,2,3,0.0,JAC,7.269472122192383,1000,0.04269266873598099,-0.0065176531672477694
8,2,3,0.0,Langevin,0.6304337978363037,50,0.5455816388130188,0.5154959231615066
8,2,3,0.0,Langevin,1.892838716506958,150,0.48982423543930054,0.4597385197877884
8,2,3,0.0,Langevin,5.042831659317017,400,0.483611524105072,0.4535258084535599
8,2,3,0.0,Langevin,12.743543863296509,1000,0.4805368483066559,0.45045113265514375
8,2,3,0.0,GAUSS,0.3444242477416992,50,0.036719635128974915,0.006633919477462769
8,2,3,0.0,GAUSS,0.7451605796813965,150,0.05877342447638512,0.02868770882487297
8,2,3,0.0,GAUSS,1.751753330230713,400,0.044458143413066864,0.014372427761554719
8,2,3,0.0,GAUSS,3.8359344005584717,1000,0.04329606890678406,0.013210353255271912
8,2,3,0.0,JAC,0.36321020126342773,50,0.043565262109041214,0.013479546457529069
8,2,3,0.0,JAC,1.0858433246612549,150,0.031213585287332535,0.0011278696358203895
8,2,3,0.0,JAC,2.891463041305542,400,0.02509002760052681,-0.004995688050985336
8,2,3,0.0,JAC,7.287647247314453,1000,0.034732818603515625,0.00464710295200348
16,2,3,0.0,Langevin,0.6370007991790771,50,0.33006635308265686,0.3055577352643013
16,2,3,0.0,Langevin,1.910161018371582,150,0.28596392273902893,0.26145530492067337
16,2,3,0.0,Langevin,5.072256803512573,400,0.2675231397151947,0.24301452189683914
16,2,3,0.0,Langevin,12.748561382293701,1000,0.25968629121780396,0.2351776733994484
16,2,3,0.0,GAUSS,0.33269357681274414,50,0.03323068469762802,0.008722066879272461
16,2,3,0.0,GAUSS,0.7108020782470703,150,0.023613590747117996,-0.0008950270712375641
16,2,3,0.0,GAUSS,1.7034614086151123,400,0.02352159470319748,-0.000987023115158081
16,2,3,0.0,GAUSS,3.844075918197632,1000,0.02612357586622238,0.0016149580478668213
16,2,3,0.0,JAC,0.3497483730316162,50,0.040815893560647964,0.016307275742292404
16,2,3,0.0,JAC,1.0932655334472656,150,0.01969502493739128,-0.004813592880964279
16,2,3,0.0,JAC,2.8513622283935547,400,0.015447133220732212,-0.009061484597623348
16,2,3,0.0,JAC,7.2111546993255615,1000,0.020888643339276314,-0.0036199744790792465
32,2,3,0.0,Langevin,0.6350517272949219,50,3485351804928.0,3485351804927.984
32,2,3,0.0,Langevin,1.898186445236206,150,0.13595062494277954,0.11973672788590192
32,2,3,0.0,Langevin,5.095775365829468,400,0.13764095306396484,0.12142705600708723
32,2,3,0.0,Langevin,12.711906671524048,1000,0.14902745187282562,0.132813554815948
32,2,3,0.0,GAUSS,0.34238767623901367,50,0.023235008120536804,0.0070211110636591925
32,2,3,0.0,GAUSS,0.7286105155944824,150,0.02807321399450302,0.01185931693762541
32,2,3,0.0,GAUSS,1.7140002250671387,400,0.029734507203102112,0.0135206101462245
32,2,3,0.0,GAUSS,3.8770601749420166,1000,0.01988782174885273,0.003673924691975118
32,2,3,0.0,JAC,0.3619370460510254,50,0.03178872540593147,0.015574828349053861
32,2,3,0.0,JAC,1.08482027053833,150,0.026309721171855927,0.010095824114978315
32,2,3,0.0,JAC,2.889636278152466,400,0.016084758564829826,-0.00012913849204778532
32,2,3,0.0,JAC,7.289019823074341,1000,0.02180532179772854,0.005591424740850927
64,2,3,0.0,Langevin,0.6383829116821289,50,,
64,2,3,0.0,Langevin,1.9150714874267578,150,0.07384877651929855,0.061292804032564166
64,2,3,0.0,Langevin,5.12546968460083,400,0.06905616819858551,0.05650019571185112
64,2,3,0.0,Langevin,12.781266689300537,1000,0.07580015063285828,0.06324417814612389
